 

stn;time;tre200d0;qtre200d0;mtre200d0
NEU;20150929;12.3;0;0
NEU;20150930;10.9;0;0
NEU;20151001;10.4;0;0
NEU;20151002;11.9;0;0
NEU;20151003;13.4;0;0
NEU;20151004;12.7;0;0
NEU;20151005;13.9;0;0
NEU;20151006;14.6;0;0
NEU;20151007;13.4;0;0
NEU;20151008;11.8;0;0
NEU;20151009;13.0;0;-1
NEU;20151010;11.2;0;0
NEU;20151011;12.0;0;0
NEU;20151012;11.5;0;0
NEU;20151013;10.1;0;0
NEU;20151014;7.1;0;0
NEU;20151015;5.2;0;-1
NEU;20151016;5.5;0;0
NEU;20151017;6.2;0;0
NEU;20151018;7.4;0;0
NEU;20151019;8.2;0;0
NEU;20151020;7.4;0;0
NEU;20151021;7.8;0;0
NEU;20151022;7.4;0;0
NEU;20151023;10.2;0;0
NEU;20151024;10.8;0;0
NEU;20151025;12.3;0;0
NEU;20151026;9.5;0;0
NEU;20151027;9.9;0;0
NEU;20151028;9.6;0;0
NEU;20151029;10.2;0;0
NEU;20151030;10.6;0;0
NEU;20151031;9.4;0;0
NEU;20151101;8.2;0;0
NEU;20151102;7.2;0;0
NEU;20151103;6.3;0;0
NEU;20151104;8.9;0;0
NEU;20151105;8.6;0;0
NEU;20151106;10.6;0;0
NEU;20151107;12.1;0;0
NEU;20151108;11.4;0;0
NEU;20151109;14.0;0;0
NEU;20151110;11.2;0;0
NEU;20151111;8.0;0;0
NEU;20151112;6.9;0;-1
NEU;20151113;8.3;0;0
NEU;20151114;11.8;0;0
NEU;20151115;12.7;0;0
NEU;20151116;11.6;0;0
NEU;20151117;12.6;0;0
NEU;20151118;13.6;0;0
NEU;20151119;13.0;0;0
NEU;20151120;11.6;0;0
NEU;20151121;3.7;0;-1
NEU;20151122;2.4;0;0
NEU;20151123;1.5;0;0
NEU;20151124;0.7;0;0
NEU;20151125;3.2;0;0
NEU;20151126;3.5;0;0
NEU;20151127;2.5;0;0
NEU;20151128;3.0;0;0
NEU;20151129;4.6;0;0
NEU;20151130;8.9;0;0
NEU;20151201;8.1;0;0
NEU;20151202;3.2;0;0
NEU;20151203;2.2;0;0
NEU;20151204;4.1;0;0
NEU;20151205;4.1;0;0
NEU;20151206;6.5;0;0
NEU;20151207;4.6;0;0
NEU;20151208;4.4;0;0
NEU;20151209;7.0;0;-1
NEU;20151210;1.8;0;0
NEU;20151211;2.4;0;0
NEU;20151212;3.1;0;0
NEU;20151213;1.4;0;0
NEU;20151214;1.3;0;0
NEU;20151215;2.3;0;0
NEU;20151216;6.9;0;0
NEU;20151217;5.1;0;0
NEU;20151218;5.5;0;0
NEU;20151219;4.8;0;0
NEU;20151220;4.7;0;0
NEU;20151221;8.3;0;0
NEU;20151222;7.4;0;0
NEU;20151223;8.0;0;0
NEU;20151224;5.4;0;0
NEU;20151225;5.7;0;0
NEU;20151226;3.1;0;0
NEU;20151227;2.2;0;0
NEU;20151228;1.2;0;0
NEU;20151229;2.4;0;0
NEU;20151230;3.9;0;0
NEU;20151231;5.3;0;0
NEU;20160101;5.1;0;-1
NEU;20160102;4.9;0;0
NEU;20160103;4.7;0;0
NEU;20160104;5.6;0;0
NEU;20160105;6.1;0;0
NEU;20160106;5.1;0;0
NEU;20160107;5.1;0;0
NEU;20160108;4.7;0;0
NEU;20160109;5.4;0;0
NEU;20160110;5.9;0;0
NEU;20160111;5.8;0;0
NEU;20160112;4.3;0;0
NEU;20160113;2.8;0;0
NEU;20160114;0.5;0;0
NEU;20160115;1.3;0;0
NEU;20160116;0.5;0;-1
NEU;20160117;-0.9;0;0
NEU;20160118;-4.9;0;0
NEU;20160119;-2.0;0;0
NEU;20160120;1.0;0;0
NEU;20160121;1.2;0;0
NEU;20160122;1.5;0;0
NEU;20160123;5.3;0;0
NEU;20160124;2.5;0;0
NEU;20160125;3.2;0;0
NEU;20160126;4.8;0;0
NEU;20160127;5.1;0;0
NEU;20160128;8.5;0;0
NEU;20160129;9.3;0;0
NEU;20160130;7.7;0;0
NEU;20160131;8.4;0;0
NEU;20160201;10.5;0;0
NEU;20160202;9.2;0;0
NEU;20160203;5.1;0;0
NEU;20160204;3.1;0;0
NEU;20160205;5.4;0;0
NEU;20160206;3.1;0;0
NEU;20160207;3.5;0;0
NEU;20160208;6.9;0;0
NEU;20160209;7.4;0;0
NEU;20160210;2.4;0;0
NEU;20160211;2.2;0;0
NEU;20160212;1.7;0;0
NEU;20160213;5.1;0;0
NEU;20160214;5.3;0;0
NEU;20160215;2.9;0;0
NEU;20160216;2.6;0;0
NEU;20160217;2.9;0;0
NEU;20160218;4.2;0;0
NEU;20160219;3.4;0;0
NEU;20160220;3.6;0;0
NEU;20160221;11.3;0;0
NEU;20160222;11.2;0;0
NEU;20160223;6.3;0;0
NEU;20160224;0.2;0;0
NEU;20160225;2.9;0;0
NEU;20160226;1.9;0;0
NEU;20160227;2.6;0;0
NEU;20160228;4.1;0;0
NEU;20160229;3.6;0;0
NEU;20160301;4.7;0;0
NEU;20160302;4.6;0;0
NEU;20160303;1.8;0;0
NEU;20160304;2.3;0;0
NEU;20160305;2.7;0;0
NEU;20160306;2.2;0;0
NEU;20160307;1.2;0;0
NEU;20160308;1.7;0;0
NEU;20160309;1.6;0;0
NEU;20160310;4.6;0;0
NEU;20160311;6.5;0;0
NEU;20160312;6.1;0;0
NEU;20160313;5.6;0;0
NEU;20160314;4.9;0;0
NEU;20160315;3.4;0;0
NEU;20160316;3.5;0;0
NEU;20160317;6.1;0;0
NEU;20160318;7.0;0;0
NEU;20160319;7.9;0;0
NEU;20160320;6.6;0;0
NEU;20160321;6.0;0;0
NEU;20160322;6.9;0;0
NEU;20160323;5.8;0;0
NEU;20160324;7.2;0;0
NEU;20160325;6.7;0;0
NEU;20160326;9.1;0;0
NEU;20160327;7.2;0;0
NEU;20160328;8.3;0;0
NEU;20160329;10.6;0;0
NEU;20160330;13.2;0;0
NEU;20160331;13.0;0;0
NEU;20160401;11.7;0;0
NEU;20160402;10.2;0;0
NEU;20160403;11.9;0;0
NEU;20160404;13.1;0;0
NEU;20160405;11.0;0;0
NEU;20160406;10.8;0;0
NEU;20160407;9.0;0;0
NEU;20160408;6.7;0;0
NEU;20160409;6.4;0;0
NEU;20160410;9.5;0;0
NEU;20160411;11.0;0;0
NEU;20160412;12.6;0;0
NEU;20160413;9.3;0;0
NEU;20160414;10.7;0;0
NEU;20160415;11.1;0;0
NEU;20160416;12.5;0;0
NEU;20160417;8.8;0;0
NEU;20160418;5.9;0;0
NEU;20160419;9.6;0;0
NEU;20160420;12.9;0;0
NEU;20160421;14.2;0;-1
NEU;20160422;14.6;0;0
NEU;20160423;9.4;0;0
NEU;20160424;5.4;0;0
NEU;20160425;5.2;0;0
NEU;20160426;6.4;0;0
NEU;20160427;4.0;0;0
NEU;20160428;6.0;0;0
NEU;20160429;8.7;0;0
NEU;20160430;8.2;0;0
NEU;20160501;6.4;0;0
NEU;20160502;10.7;0;0
NEU;20160503;10.2;0;0
NEU;20160504;10.8;0;0
NEU;20160505;13.4;0;0
NEU;20160506;14.1;0;0
NEU;20160507;16.1;0;0
NEU;20160508;17.0;0;0
NEU;20160509;17.0;0;0
NEU;20160510;17.6;0;0
NEU;20160511;15.5;0;0
NEU;20160512;11.4;0;0
NEU;20160513;11.5;0;0
NEU;20160514;12.6;0;0
NEU;20160515;9.5;0;0
NEU;20160516;9.5;0;0
NEU;20160517;11.5;0;0
NEU;20160518;13.2;0;0
NEU;20160519;9.7;0;0
NEU;20160520;12.3;0;0
NEU;20160521;15.8;0;0
NEU;20160522;16.0;0;0
NEU;20160523;8.8;0;0
NEU;20160524;11.3;0;0
NEU;20160525;13.1;0;0
NEU;20160526;15.9;0;-1
NEU;20160527;19.8;0;0
NEU;20160528;17.6;0;0
NEU;20160529;14.5;0;0
NEU;20160530;13.0;0;0
NEU;20160531;13.3;0;0
NEU;20160601;14.7;0;0
NEU;20160602;13.8;0;0
NEU;20160603;14.5;0;0
NEU;20160604;15.3;0;0
NEU;20160605;15.9;0;0
NEU;20160606;17.9;0;0
NEU;20160607;18.3;0;0
NEU;20160608;16.2;0;0
NEU;20160609;16.6;0;0
NEU;20160610;17.7;0;0
NEU;20160611;15.4;0;0
NEU;20160612;15.0;0;0
NEU;20160613;14.5;0;0
NEU;20160614;14.8;0;0
NEU;20160615;15.2;0;-10
NEU;20160616;13.1;0;0
NEU;20160617;13.4;0;0
NEU;20160618;14.1;0;0
NEU;20160619;13.8;0;0
NEU;20160620;16.2;0;0
NEU;20160621;16.4;0;0
NEU;20160622;21.5;0;0
NEU;20160623;23.9;0;0
NEU;20160624;25.1;0;0
NEU;20160625;18.8;0;0
NEU;20160626;17.4;0;-1
NEU;20160627;18.3;0;0
NEU;20160628;19.5;0;0
NEU;20160629;22.4;0;0
NEU;20160630;20.4;0;0
NEU;20160701;21.5;0;0
NEU;20160702;18.4;0;0
NEU;20160703;17.9;0;0
NEU;20160704;19.6;0;0
NEU;20160705;21.3;0;0
NEU;20160706;20.8;0;0
NEU;20160707;21.4;0;0
NEU;20160708;23.3;0;0
NEU;20160709;24.5;0;0
NEU;20160710;24.9;0;0
NEU;20160711;22.5;0;0
NEU;20160712;17.1;0;0
NEU;20160713;15.1;0;0
NEU;20160714;13.0;0;0
NEU;20160715;14.6;0;0
NEU;20160716;17.6;0;0
NEU;20160717;20.9;0;0
NEU;20160718;22.7;0;0
NEU;20160719;23.9;0;0
NEU;20160720;25.2;0;0
NEU;20160721;22.7;0;0
NEU;20160722;19.7;0;-1
NEU;20160723;20.1;0;0
NEU;20160724;21.4;0;0
NEU;20160725;22.6;0;0
NEU;20160726;23.2;0;0
NEU;20160727;21.5;0;0
NEU;20160728;21.1;0;0
NEU;20160729;23.0;0;0
NEU;20160730;22.5;0;0
NEU;20160731;20.0;0;0
NEU;20160801;19.7;0;0
NEU;20160802;20.7;0;0
NEU;20160803;23.0;0;0
NEU;20160804;19.4;0;0
NEU;20160805;16.1;0;0
NEU;20160806;17.8;0;0
NEU;20160807;20.7;0;0
NEU;20160808;21.3;0;0
NEU;20160809;17.6;0;0
NEU;20160810;15.9;0;0
NEU;20160811;16.2;0;0
NEU;20160812;19.5;0;0
NEU;20160813;20.5;0;0
NEU;20160814;23.0;0;0
NEU;20160815;22.5;0;-1
NEU;20160816;22.8;0;0
NEU;20160817;20.9;0;0
NEU;20160818;18.7;0;0
NEU;20160819;19.8;0;0
NEU;20160820;17.9;0;0
NEU;20160821;17.1;0;0
NEU;20160822;18.0;0;0
NEU;20160823;22.0;0;0
NEU;20160824;22.7;0;0
NEU;20160825;23.8;0;0
NEU;20160826;25.1;0;0
NEU;20160827;25.0;0;0
NEU;20160828;25.6;0;0
NEU;20160829;21.6;0;0
NEU;20160830;21.7;0;0
NEU;20160831;20.8;0;0
NEU;20160901;21.3;0;0
NEU;20160902;21.4;0;0
NEU;20160903;21.2;0;0
NEU;20160904;18.6;0;0
NEU;20160905;17.1;0;0
NEU;20160906;18.3;0;0
NEU;20160907;18.9;0;0
NEU;20160908;21.3;0;0
NEU;20160909;21.6;0;0
NEU;20160910;21.1;0;0
NEU;20160911;21.7;0;0
NEU;20160912;21.1;0;0
NEU;20160913;21.8;0;0
NEU;20160914;22.3;0;0
NEU;20160915;17.8;0;0
NEU;20160916;14.6;0;0
NEU;20160917;14.0;0;0
NEU;20160918;13.4;0;0
NEU;20160919;14.9;0;0
NEU;20160920;14.9;0;0
NEU;20160921;14.2;0;0
NEU;20160922;13.4;0;0
NEU;20160923;15.0;0;0
NEU;20160924;14.9;0;0
NEU;20160925;16.4;0;0
NEU;20160926;17.1;0;0
NEU;20160927;17.0;0;0
NEU;20160928;15.6;0;0
NEU;20160929;17.6;0;0
NEU;20160930;18.3;0;0
NEU;20161001;14.6;0;0
NEU;20161002;13.6;0;0
NEU;20161003;11.9;0;0
NEU;20161004;12.5;0;0
NEU;20161005;10.3;0;0
NEU;20161006;8.8;0;0
NEU;20161007;9.6;0;0
NEU;20161008;9.2;0;0
NEU;20161009;6.9;0;0
NEU;20161010;7.2;0;0
NEU;20161011;7.8;0;0
NEU;20161012;7.4;0;0
NEU;20161013;6.5;0;0
NEU;20161014;8.4;0;0
NEU;20161015;11.5;0;0
NEU;20161016;9.0;0;0
NEU;20161017;11.0;0;0
NEU;20161018;12.2;0;0
NEU;20161019;10.1;0;0
NEU;20161020;9.1;0;0
NEU;20161021;8.4;0;0
NEU;20161022;6.3;0;0
NEU;20161023;6.9;0;0
NEU;20161024;10.1;0;0
NEU;20161025;12.6;0;0
NEU;20161026;13.0;0;0
NEU;20161027;11.1;0;0
NEU;20161028;6.8;0;0
NEU;20161029;8.6;0;0
NEU;20161030;10.9;0;0
NEU;20161031;7.7;0;0
NEU;20161101;7.8;0;0
NEU;20161102;10.9;0;0
NEU;20161103;8.0;0;0
NEU;20161104;6.9;0;0
NEU;20161105;10.0;0;0
NEU;20161106;4.8;0;0
NEU;20161107;2.9;0;0
NEU;20161108;0.8;0;0
NEU;20161109;3.0;0;0
NEU;20161110;5.3;0;0
NEU;20161111;4.6;0;0
NEU;20161112;3.5;0;0
NEU;20161113;3.3;0;0
NEU;20161114;2.5;0;0
NEU;20161115;4.2;0;0
NEU;20161116;6.8;0;0
NEU;20161117;9.6;0;0
NEU;20161118;9.9;0;0
NEU;20161119;6.1;0;0
NEU;20161120;6.2;0;0
NEU;20161121;6.2;0;0
NEU;20161122;8.7;0;0
NEU;20161123;8.1;0;0
NEU;20161124;6.9;0;0
NEU;20161125;6.9;0;0
NEU;20161126;6.2;0;0
NEU;20161127;6.2;0;-1
NEU;20161128;3.5;0;0
NEU;20161129;-0.4;0;0
NEU;20161130;-0.3;0;0
NEU;20161201;-0.4;0;0
NEU;20161202;2.3;0;0
NEU;20161203;3.4;0;0
NEU;20161204;1.2;0;0
NEU;20161205;0.0;0;0
NEU;20161206;0.0;0;0
NEU;20161207;-0.2;0;-1
NEU;20161208;0.8;0;0
NEU;20161209;1.0;0;0
NEU;20161210;0.5;0;-1
NEU;20161211;0.2;0;0
NEU;20161212;2.0;0;0
NEU;20161213;1.6;0;0
NEU;20161214;1.5;0;0
NEU;20161215;0.3;0;0
NEU;20161216;-1.2;0;0
NEU;20161217;-1.2;0;0
NEU;20161218;-0.6;0;0
NEU;20161219;1.9;0;0
NEU;20161220;0.6;0;0
NEU;20161221;-0.1;0;0
NEU;20161222;0.9;0;0
NEU;20161223;2.9;0;0
NEU;20161224;5.1;0;0
NEU;20161225;7.7;0;0
NEU;20161226;6.2;0;0
NEU;20161227;4.6;0;0
NEU;20161228;3.4;0;0
NEU;20161229;0.2;0;0
NEU;20161230;-1.2;0;0
NEU;20161231;-1.5;0;0

